departement,email,name,party,picture,twitter,featured,supporter
62,,Marguerite Deprez-Audebert,Députée MODEM,images/thumbs/marguerite-deprez-audebert.jpg,,False,False
54,,Dominique Potier,Député NG,images/thumbs/dominique-potier.jpg,,False,False
999,alexandre.holroyd@assemblee-nationale.fr,Alexandre Holroyd,Député LREM,images/thumbs/alexandre-holroyd.jpg,@alexIholroyd,False,False
06,,Alexandra Valetta Ardisson,Députée LREM,images/thumbs/alexandra-valetta-ardisson.jpg,,False,False
07,,Michèle Victory,Députée NG,images/thumbs/michele-victory.jpg,,False,False
49,,Matthieu Orphelin,Député LREM,images/thumbs/matthieu-orphelin.jpg,,False,True
38,,Marie-Noëlle Battistel,Députée NG,images/thumbs/marie-noelle-battistel.jpg,,False,False
22,,Bruno Joncour,Député MODEM,images/thumbs/bruno-joncour.jpg,,False,False
29,,Sandrine Le Feur,Députée LREM,images/thumbs/sandrine-le-feur.jpg,,False,False
42,,Régis Juanico,Député NG,images/thumbs/regis-juanico.jpg,,False,False
29,,Jean-Charles Larsonneur,Député LREM,images/thumbs/jean-charles-larsonneur.jpg,,False,False
67,,Frédéric Reiss,Député LR,images/thumbs/frederic-reiss.jpg,,False,False
93,,Jean-Christophe Lagarde,Député UDI,images/thumbs/jean-christophe-lagarde.jpg,,False,False
26,alice.thourot@assemblee-nationale.fr,Alice Thourot,Députée LREM,images/thumbs/alice-thourot.jpg,@AliceThourot,False,False
44,,Sandrine Josso,Députée LREM,images/thumbs/sandrine-josso.jpg,,False,False
37,,Fabienne Colboc,Députée LREM,images/thumbs/fabienne-colboc.jpg,,False,False
42,,Nathalie Sarles,Députée LREM,images/thumbs/nathalie-sarles.jpg,,False,False
35,,Gaël Le Bohec,Député LREM,images/thumbs/gael-le-bohec.jpg,,False,False
33,,Benoit Simian,Député LREM,images/thumbs/benoit-simian.jpg,,False,False
65,,Jean-Bernard Sempastous,Député LREM,images/thumbs/jean-bernard-sempastous.jpg,,False,False
33,,Véronique Hammerer,Députée LREM,images/thumbs/veronique-hammerer.jpg,,False,False
79,,Jean-Marie Fiévet,Député LREM,images/thumbs/jean-marie-fievet.jpg,,False,False
67,,Thierry Michels,Député LREM,images/thumbs/thierry-michels.jpg,,False,False
37,,Sophie Auconie,Députée UDI,images/thumbs/sophie-auconie.jpg,,False,False
83,valerie.gomez-bassac@assemblee-nationale.fr,Valérie Gomez-Bassac,Députée LREM,images/thumbs/valerie-gomez-bassac.jpg,@VGB83,False,False
974,ericka.bareigts@assemblee-nationale.fr,Ericka Bareigts,Députée NG,images/thumbs/ericka-bareigts.jpg,@ebareigts,False,False
987,,Maina Sage,Députée UAI,images/thumbs/maina-sage.jpg,,False,False
42,,Jean-Michel Mis,Député LREM,images/thumbs/jean-michel-mis.jpg,,False,False
17,,Frédérique Tuffnell,Députée LREM,images/thumbs/frederique-tuffnell.jpg,,False,False
44,,Anne-France Brunet,Députée LREM,images/thumbs/anne-france-brunet.jpg,,False,False
29,,Graziella Melchior,Députée LREM,images/thumbs/graziella-melchior.jpg,,False,False
85,,Stéphane Buchou,Député LREM,images/thumbs/stephane-buchou.jpg,,False,False
74,,Martial Saddier,Député LR,images/thumbs/martial-saddier.jpg,,False,False
33,,Bérangère Couillard,Députée LREM,images/thumbs/berangere-couillard.jpg,,False,False
30,,Anthony Cellier,Député LREM,images/thumbs/anthony-cellier.jpg,,False,False
63,,Christine Pires Beaune,Députée NG,images/thumbs/christine-pires-beaune.jpg,,False,False
17,raphael.gerard@assemblee-nationale.fr,Raphaël Gérard,Député LREM,images/thumbs/raphael-gerard.jpg,@RaphaelGerard17,False,False
59,,Jennifer De Temmerman,Députée LREM,images/thumbs/jennifer-de-temmerman.jpg,,False,False
44,,Yannick Haury,Député LREM,images/thumbs/yannick-haury.jpg,,False,False
95,,Nathalie Elimas,Députée MODEM,images/thumbs/nathalie-elimas.jpg,,False,False
34,,Coralie Dubost,Députée LREM,images/thumbs/coralie-dubost.jpg,,False,False
999,,Anne Genetet,Députée LREM,images/thumbs/anne-genetet.jpg,,False,False
65,,Jeanine Dubié,Députée NI,images/thumbs/jeanine-dubie.jpg,,False,False
77,,Aude Luquet,Députée MODEM,images/thumbs/aude-luquet.jpg,,False,False
51,,Lise Magnier,Députée UAI,images/thumbs/lise-magnier.jpg,,False,False
31,,Élisabeth Toutut-Picard,Députée LREM,images/thumbs/elisabeth-toutut-picard.jpg,,False,False
39,,Danielle Brulebois,Députée LREM,images/thumbs/danielle-brulebois.jpg,,False,False
15,jean-yves.bony@assemblee-nationale.fr,Jean-Yves Bony,Député LR,images/thumbs/jean-yves-bony.jpg,,False,False
42,,Valéria Faure-Muntian,Députée LREM,images/thumbs/valeria-faure-muntian.jpg,,False,False
24,,Michel Delpon,Député LREM,images/thumbs/michel-delpon.jpg,,False,False
56,,Hervé Pellois,Député LREM,images/thumbs/herve-pellois.jpg,,False,False
91,,Cédric Villani,Député LREM,images/thumbs/cedric-villani.jpg,,False,False
50,,Grégory Galbadon,Député LREM,images/thumbs/gregory-galbadon.jpg,,False,False
59,,Paul Christophe,Député UAI,images/thumbs/paul-christophe.jpg,,False,False
69,,Hubert Julien-Laferriere,Député LREM,images/thumbs/hubert-julien-laferriere.jpg,,False,False
52,,Bérangère Abba,Députée LREM,images/thumbs/berangere-abba.jpg,,False,False
95,,Cécile Rilhac,Députée LREM,images/thumbs/cecile-rilhac.jpg,,False,False
40,,Boris Vallaud,Député NG,images/thumbs/boris-vallaud.jpg,,False,False
60,carole.bureau-bonnard@assemblee-nationale.fr,Carole Bureau-Bonnard,Députée LREM,images/thumbs/carole-bureau-bonnard.jpg,@CaroleBBonnard,False,False
06,,Laurence Trastour-Isnart,Députée LR,images/thumbs/laurence-trastour-isnart.jpg,,False,False
63,,Valérie Thomas,Députée LREM,images/thumbs/valerie-thomas.jpg,,False,False
56,,Nicole Le Peih,Députée LREM,images/thumbs/nicole-le-peih.jpg,,False,False
05,,Pascale Boyer,Députée LREM,images/thumbs/pascale-boyer.jpg,,False,False
78,,Natalia Pouzyreff,Députée LREM,images/thumbs/natalia-pouzyreff.jpg,,False,False
57,,Ludovic Mendes,Député LREM,images/thumbs/ludovic-mendes.jpg,,False,False
83,,Cécile Muschotti,Députée LREM,images/thumbs/cecile-muschotti.jpg,,False,False
38,,Émilie Chalas,Députée LREM,images/thumbs/emilie-chalas.jpg,,False,False
38,,Marjolaine Meynier-Millefert,Députée LREM,images/thumbs/marjolaine-meynier-millefert.jpg,,False,False
86,,Nicolas Turquois,Député MODEM,images/thumbs/nicolas-turquois.jpg,,False,False
75,daniele.obono@assemblee-nationale.fr,Danièle Obono,Députée LFI,images/thumbs/daniele-obono.jpg,@Deputee_Obono,False,False
69,,Jean-Luc Fugit,Député LREM,images/thumbs/jean-luc-fugit.jpg,,False,False
05,,Joël Giraud,Député LREM,images/thumbs/joel-giraud.jpg,,False,False
75,,Delphine O,Députée LREM,images/thumbs/delphine-o.jpg,,False,False
02,,Jean-Louis Bricout,Député NG,images/thumbs/jean-louis-bricout.jpg,,False,False
999,,Frédéric Petit,Député MODEM,images/thumbs/frederic-petit.jpg,,False,False
31,,Joël Aviragnet,Député NG,images/thumbs/joel-aviragnet.jpg,,False,False
74,,Véronique Riotton,Députée LREM,images/thumbs/veronique-riotton.jpg,,False,False
64,,Florence Lasserre-David,Députée MODEM,images/thumbs/florence-lasserre-david.jpg,,False,False
38,,Jean-Charles Colas-Roy,Député LREM,images/thumbs/jean-charles-colas-roy.jpg,,False,False
53,,Guillaume Garot,Député NG,images/thumbs/guillaume-garot.jpg,,False,False
11,mireille.robert@assemblee-nationale.fr,Mireille Robert,Députée LREM,images/thumbs/mireille-robert.jpg,@MRobert_11,False,False
21,,Yolaine de Courson,Députée LREM,images/thumbs/yolaine-de-courson.jpg,,False,False
83,,Fabien Matras,Député LREM,images/thumbs/fabien-matras.jpg,,False,False
38,,Olivier Véran,Député LREM,images/thumbs/olivier-veran.jpg,,False,False
75,,Olivia Grégoire,Députée LREM,images/thumbs/olivia-gregoire.jpg,,False,False
33,,Catherine Fabre,Députée LREM,images/thumbs/catherine-fabre.jpg,,False,False
45,,Caroline Janvier,Députée LREM,images/thumbs/caroline-janvier.jpg,,False,False
69,,Thomas Rudigoz,Député LREM,images/thumbs/thomas-rudigoz.jpg,,False,False
38,,Catherine Kamowski,Députée LREM,images/thumbs/catherine-kamowski.jpg,,False,False
02C,,Paul-André Colombani,Député NI,images/thumbs/paul-andre-colombani.jpg,,False,False
06,,Cédric Roussel,Député LREM,images/thumbs/cedric-roussel.jpg,,False,False
92,contact@lauriannerossi.fr,Laurianne Rossi,Députée LREM,images/thumbs/laurianne-rossi.jpg,@lauriannerossi,False,False
56,,Paul Molac,Député LREM,images/thumbs/paul-molac.jpg,,False,False
56,,Jimmy Pahun,Député MODEM,images/thumbs/jimmy-pahun.jpg,,False,False
37,,Philippe Chalumeau,Député LREM,images/thumbs/philippe-chalumeau.jpg,,False,False
04,,Delphine Bagarry,Députée LREM,images/thumbs/delphine-bagarry.jpg,,False,False
25,,Frédéric Barbier,Député LREM,images/thumbs/frederic-barbier.jpg,,False,False
31,,Sébastien Nadot,Député LREM,images/thumbs/sebastien-nadot.jpg,,False,False
45,,Richard Ramos,Député MODEM,images/thumbs/richard-ramos.jpg,,False,False
76,,Christophe Bouillon,Député NG,images/thumbs/christophe-bouillon.jpg,,False,False
92,,Isabelle Florennes,Députée MODEM,images/thumbs/isabelle-florennes.jpg,,False,False
78,,Bruno Millienne,Député MODEM,images/thumbs/bruno-millienne.jpg,,False,False
01,olga.givernet@assemblee-nationale.fr,Olga Givernet,Députée LREM,images/thumbs/olga-givernet.jpg,@OlgaGivernet,False,False
27,,Marie Tamarelle-Verhaeghe,Députée LREM,images/thumbs/marie-tamarelle-verhaeghe.jpg,,False,False
33,,Sophie Panonacle,Députée LREM,images/thumbs/sophie-panonacle.jpg,,False,False
92,,Céline Calvez,Députée LREM,images/thumbs/celine-calvez.jpg,,False,False
13,,Claire Pitollat,Députée LREM,images/thumbs/claire-pitollat.jpg,,False,False
79,,Delphine Batho,Députée NI,images/thumbs/delphine-batho.jpg,,False,False
06,,Marine Brenier,Députée LR,images/thumbs/marine-brenier.jpg,,False,False
24,,Jacqueline Dubois,Députée LREM,images/thumbs/jacqueline-dubois.jpg,,False,False
72,,Marietta Karamanli,Députée NG,images/thumbs/marietta-karamanli.jpg,,False,False
31,,Jean-Luc Lagleize,Député MODEM,images/thumbs/jean-luc-lagleize.jpg,,False,False
94,,Laurent Saint-Martin,Député LREM,images/thumbs/laurent-saint-martin.jpg,,False,False
46,huguette.tiegna@assemblee-nationale.fr,Huguette Tiegna,Députée LREM,images/thumbs/huguette-tiegna.jpg,@HuguetteLREM46,False,False
62,,Jean-Pierre Pont,Député LREM,images/thumbs/jean-pierre-pont.jpg,,False,False
64,,Vincent Bru,Député MODEM,images/thumbs/vincent-bru.jpg,,False,False
59,,Vincent Ledoux,Député UAI,images/thumbs/vincent-ledoux.jpg,,False,False
34,,Patrick Vignal,Député LREM,images/thumbs/patrick-vignal.jpg,,False,False
86,,Jean-Michel Clément,Député LREM,images/thumbs/jean-michel-clement.jpg,,False,False
35,,François André,Député LREM,images/thumbs/francois-andre.jpg,,False,False
999,,Meyer Habib,Député UDI,images/thumbs/meyer-habib.jpg,,False,False
90,,Michel Zumkeller,Député UAI,images/thumbs/michel-zumkeller.jpg,,False,False
76,,Sira Sylla,Députée LREM,images/thumbs/sira-sylla.jpg,,False,False
69,blandine.brocard@assemblee-nationale.fr,Blandine Brocard,Députée LREM,images/thumbs/blandine-brocard.jpg,@BBrocard,False,False
71,remy.rebeyrotte@assemblee-nationale.fr,Rémy Rebeyrotte,Député LREM,images/thumbs/remy-rebeyrotte.jpg,@RRebeyrotte,False,False
30,philippeberta30@gmail.com,Philippe Berta,Député MODEM,images/thumbs/philippe-berta.jpg,@PBertaGard,False,False
35,laurence.maillart-mehaignerie@assemblee-nationale.fr,Laurence Maillart-Méhaignerie,Députée LREM,images/thumbs/laurence-maillart-mehaignerie.jpg,@LMaillart,False,False
60,pascal.bois@assemblee-nationale.fr,Pascal Bois,Député LREM,images/thumbs/pascal-bois.jpg,@PascalBoisLaREM,False,False
974,thierry.robert@assemblee-nationale.fr,Thierry Robert,Député MODEM,images/thumbs/thierry-robert.jpg,@trobert974,False,False
35,christine.cloarec@assemblee-nationale.fr,Christine Cloarec,Députée LREM,images/thumbs/christine-cloarec.jpg,@ChrisCloarec,False,False
82,valerie.rabault@assemblee-nationale.fr,Valérie Rabault,Députée NG,images/thumbs/valerie-rabault.jpg,@Valerie_Rabault,True,False
02,aude.bono-vandorme@assemblee-nationale.fr,Aude Bono-Vandorme,Députée LREM,images/thumbs/aude-bono-vandorme.jpg,@AudeBono,False,False
95,guillaume.vuilletet@assemblee-nationale.fr,Guillaume Vuilletet,Député LREM,images/thumbs/guillaume-vuilletet.jpg,@g_vuilletet,False,False
29,annaig.lemeur@assemblee-nationale.fr,Annaïg Le Meur,Députée LREM,images/thumbs/annaig-le-meur.jpg,@AnnaigLeMeur_AN,False,False
999,joachim.son-forget@assemblee-nationale.fr,Joachim Son-Forget,Député LREM,images/thumbs/joachim-son-forget.jpg,@sonjoachim,False,False
78,michel.vialay@assemblee-nationale.fr,Michel Vialay,Député LR,images/thumbs/michel-vialay.jpg,@MichelVialay,False,False
78,jean-noel.barrot@assemblee-nationale.fr,Jean-Noël Barrot,Député MODEM,images/thumbs/jean-noel-barrot.jpg,@jnbarrot,False,False
79,guillaume.chiche@assemblee-nationale.fr,Guillaume Chiche,Député LREM,images/thumbs/guillaume-chiche.jpg,@GuillaumeChiche,True,False
12,stephane.mazars@assemblee-nationale.fr,Stéphane Mazars,Député LREM,images/thumbs/stephane-mazars.jpg,@s_mazars,False,False
69,anne.brugnera@assemblee-nationale.fr,Anne Brugnera,Députée LREM,images/thumbs/anne-brugnera.jpg,@AnneBrugnera,False,False
54,xavier.paluszkiewicz@assemblee-nationale.fr,Xavier Paluszkiewicz,Député LREM,images/thumbs/xavier-paluszkiewicz.jpg,@XavierPalu2017,False,False
83,Philippe.Michel-Kleisbauer@assemblee-nationale.fr,Philippe Michel-Kleisbauer,Député MODEM,images/thumbs/philippe-michel-kleisbauer.jpg,@PhilippeMichelK,False,False
51,valerie.beauvais@assemblee-nationale.fr,Valérie Beauvais,Députée LR,images/thumbs/valerie-beauvais.jpg,@valbeauvais,False,False
47,alexandre.freschi@assemblee-nationale.fr,Alexandre Freschi,Député LREM,images/thumbs/alexandre-freschi.jpg,@AVFreschi,False,False
31,sandrine.morch@assemblee-nationale.fr,Sandrine Mörch,Députée LREM,images/thumbs/sandrine-moerch.jpg,@SandrineMorch,False,False
75,hugues.renson@assemblee-nationale.fr,Hugues Renson,Député LREM,images/thumbs/hugues-renson.jpg,@huguesrenson,False,False
21,didier.martin@assemblee-nationale.fr,Didier Martin,Député LREM,images/thumbs/didier-martin.jpg,@dmartindijon,False,False
87,jean-baptiste.djebbari@assemblee-nationale.fr,Jean-Baptiste Djebbari,Député LREM,images/thumbs/jean-baptiste-djebbari.jpg,@Djebbari_JB,False,False
13,mg.michel3@icloud.com,Monica Michel,Députée LREM,images/thumbs/monica-michel.jpg,@MonicaMichel_Of,False,False
74,xavier.roseren@assemblee-nationale.fr,Xavier Roseren,Député LREM,images/thumbs/xavier-roseren.jpg,@roserenxavier,False,False
92,jean-louis.bourlanges@assemblee-nationale.fr,Jean-Louis Bourlanges,Député MODEM,images/thumbs/jean-louis-bourlanges.jpg,,False,False
75,pacome.rupin@assemblee-nationale.fr,Pacôme Rupin,Député LREM,images/thumbs/pacome-rupin.jpg,@PacomeRupin,False,False
02C,jean-felix.acquaviva@assemblee-nationale.fr,Jean-Félix Acquaviva,Député NI,images/thumbs/jean-felix-acquaviva.jpg,@JF_Acquaviva,False,False
02C,michel.castellani@assemblee-nationale.fr,Michel Castellani,Député NI,images/thumbs/michel-castellani.jpg,@Castellani_,False,False
999,paula@forteza.fr,Paula Forteza,Députée LREM,images/thumbs/paula-forteza.jpg,@PaulaForteza,False,False
78,michele.devaucouleurs@assemblee-nationale.fr,Michèle de Vaucouleurs,Députée MODEM,images/thumbs/michele-de-vaucouleurs.jpg,@MdeVaucouleurs,False,False
74,marion.lenne@assemblee-nationale.fr,Marion Lenne,Députée LREM,images/thumbs/marion-lenne.jpg,@marion_lenne,False,False
01,damien.abad@assemblee-nationale.fr,Damien Abad,Député LR,images/thumbs/damien-abad.jpg,@damienabad,False,False
74,frederique.lardet@assemblee-nationale.fr,Frédérique Lardet,Députée LREM,images/thumbs/frederique-lardet.jpg,@F_Lardet,False,False
73,typhanie.degois@assemblee-nationale.fr,Typhanie Degois,Députée LREM,images/thumbs/typhanie-degois.jpg,@Typhanie_Degois,False,False
04,Emmanuelle.Fontaine-Domeizel@assemblee-nationale.fr,Emmanuelle Fontaine-Domeizel,Députée LREM,images/thumbs/emmanuelle-fontaine-domeizel.jpg,,False,False
73,patrick.mignola@assemblee-nationale.fr,Patrick Mignola,Député MODEM,images/thumbs/patrick-mignola.jpg,@PatrickMignola,False,False
02,julien@jdive.fr,Julien Dive,Député LR,images/thumbs/julien-dive.jpg,@juliendive,False,False
972,serge.letchimy@assemblee-nationale.fr,Serge Letchimy,Député NG,images/thumbs/serge-letchimy.jpg,@SergeLetchimy,False,False
57,belkhir.belhaddad@en-marche.fr,Belkhir Belhaddad,Député LREM,images/thumbs/belkhir-belhaddad.jpg,@b_belhaddad,False,False
01,xavier.breton@assemblee-nationale.fr,Xavier Breton,Député LR,images/thumbs/xavier-breton.jpg,@bretonxavier,False,False
13,mohamed.laqhila@assemblee-nationale.fr,Mohamed Laqhila,Député MODEM,images/thumbs/mohamed-laqhila.jpg,@laqhila,False,False
02,marc.delatte@assemblee-nationale.fr,Marc Delatte,Député LREM,images/thumbs/marc-delatte.jpg,@MarcDelatte,False,False
